address,value_out,value_in,balance,degree,degree_in,degree_out,max_value,min_value,mean_value,std_value,median_value,label
0x722e0a37a0026accc1071609c0d271ca3f648af2,47.053365782996565,47.28604559996869,-0.23267981697212292,283,260,23,20.0,0.0,0.3333548105405132,1.512618196786089,0.1,0
0x723301720E10b1D24860F991D7615C6f219C6Cc9,0.0,0.0,0.0,39,0,0,3.7,0.0,0.2933742658342375,0.7596305067732487,0.001011526,0
0x72335af49648e35a0f885c3915e9ac8198c50054,33.455416984555185,33.455836984555184,-0.0004199999999983106,29,28,1,33.455416984555185,0.1,2.3072846196244954,6.138758317135151,0.54854188,0
0x7235b1a45bbf4c089afbec40c463ba93a006693e,21.507057763771375,12.010091570823288,9.496966192948086,141,57,84,4.8,0.0,0.23771027896875646,0.5021872306552587,0.15,0
0x723c3121bcdf07750b874e207fd20e0884739590,0.2582881378117904,0.2655731872954204,-0.007285049483630013,12,6,6,0.13172297303633237,0.0,0.04365511042560089,0.06225016414803607,0.0027373999272045004,0
0x7240f09a6f3d4877c9ba513522f8aa983ca66d1c,5.01452797,5.01656077,-0.002032800000000279,3,2,1,5.01452797,0.01,3.3436962466666666,2.8870683864170115,5.00656077,0
0x72696ce345abb71398384e42cfbf6c9a995246c0,2.0328387,2.0333217,-0.0004830000000000112,3,2,1,2.0328387,0.0333217,1.3553868,1.1450596890699323,2.0,0
0x72736a91f746b8e0c446b32948bb7cd8c2f8c54a,9.00740865,8.1075,0.8999086500000004,4,3,1,9.00740865,0.2075,4.2787271625,4.341905968336702,3.95,0
0x727a4bfe7fb2f70c218a2408709651706ec60a81,0.16981457455523377,6.3107197924068315,-6.140905217851597,22,11,11,6.1168387473140235,0.0,0.29456974395282115,1.3007016548212094,0.001334716068860564,0
0x72a1a639c69f8002f035a7dc231d634d74e6b86e,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0
0x72a66bba491f0c696c4c4e3154d07b241d371944,16.295708914668968,16.316246919999998,-0.020538005331030007,62,18,44,5.0,0.00483826,0.5259992876559509,0.940500427664736,0.2,0
